,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value
Metric Name,dram__bytes.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed,gpu__time_duration.sum,l1tex__t_bytes.sum,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__t_bytes.sum,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg.per_second,sm__inst_executed_pipe_tensor.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__throughput.avg.pct_of_peak_sustained_elapsed
ID,,,,,,,,,,,,,,,,,,,,,
97,26105088.0,5.05,3.66,350496.0,139257600.0,3.59,99121376.0,7.45,404244.35,1153349401.57,0.0,0.0,0.0,0.0,71680.0,27525120.0,27560960.0,0.0,0.0,0.0,3.95
98,2293760.0,1.76,0.35,341504.0,34810112.0,1.0,31492416.0,2.01,369566.93,1082174516.04,0.0,0.0,0.0,0.0,17920.0,6881280.0,6890240.0,0.0,0.0,0.0,1.08
99,2064384.0,19.82,5.68,21728.0,13687904.0,13.76,19001632.0,34.7,20360.81,937077265.04,0.0,0.0,0.0,0.0,0.0,0.0,1032192.0,0.0,0.0,0.0,38.01
100,22564480.0,25.26,20.29,61152.0,49199520.0,17.12,77061728.0,42.27,62835.54,1027530367.56,0.0,0.0,0.0,0.0,0.0,0.0,4128768.0,0.0,0.0,0.0,41.84
101,21489280.0,4.24,3.11,355808.0,128285376.0,3.41,80535648.0,6.86,391414.31,1100071709.5,0.0,0.0,0.0,0.0,64512.0,24772608.0,24804864.0,0.0,0.0,0.0,3.67
102,2064384.0,1.64,0.32,341248.0,33006752.0,0.98,29286112.0,1.8,368372.87,1079487265.48,0.0,0.0,0.0,0.0,16128.0,6193152.0,6201216.0,0.0,0.0,0.0,0.98
103,516096.0,0.28,0.09,302624.0,8201408.0,0.25,4157568.0,0.5,341346.7,1127956486.28,0.0,0.0,0.0,0.0,4032.0,1548288.0,1550304.0,0.0,0.0,0.0,0.27
104,129024.0,0.1,0.02,266944.0,1757088.0,0.09,1521632.0,0.14,308721.59,1156503208.88,0.0,0.0,0.0,0.0,1008.0,387072.0,387576.0,0.0,0.0,0.0,0.07
105,21518592.0,4.65,3.11,341760.0,128278208.0,3.41,88410304.0,6.85,392093.24,1147276570.52,0.0,0.0,0.0,0.0,64512.0,24772608.0,24804864.0,0.0,0.0,0.0,3.67
106,2064384.0,1.15,0.32,328256.0,33006464.0,0.98,20642496.0,1.79,369951.81,1127022247.32,0.0,0.0,0.0,0.0,16128.0,6193152.0,6201216.0,0.0,0.0,0.0,0.97
107,21477504.0,4.68,3.12,339904.0,128278496.0,3.42,88454496.0,6.89,389557.0,1146079481.27,0.0,0.0,0.0,0.0,64512.0,24772608.0,24804864.0,0.0,0.0,0.0,3.69
108,2064384.0,1.62,0.31,336096.0,33007936.0,0.97,29343232.0,1.77,372960.78,1109685261.88,0.0,0.0,0.0,0.0,16128.0,6193152.0,6201216.0,0.0,0.0,0.0,0.96
109,21785856.0,4.22,3.13,358048.0,128282816.0,3.39,80592480.0,6.82,393734.65,1099670011.14,0.0,0.0,0.0,0.0,64512.0,24772608.0,24804864.0,0.0,0.0,0.0,3.65
110,2064384.0,1.63,0.31,336480.0,33008896.0,0.97,29476864.0,1.78,372056.33,1105730900.3,0.0,0.0,0.0,0.0,16128.0,6193152.0,6201216.0,0.0,0.0,0.0,0.97
111,21651328.0,4.24,3.13,357568.0,128282272.0,3.41,80611104.0,6.86,391415.0,1094658918.02,0.0,0.0,0.0,0.0,64512.0,24772608.0,24804864.0,0.0,0.0,0.0,3.67
112,2064384.0,1.18,0.31,327008.0,33006976.0,0.97,21423616.0,1.77,373957.89,1143574129.35,0.0,0.0,0.0,0.0,16128.0,6193152.0,6201216.0,0.0,0.0,0.0,0.96
113,21649152.0,4.64,3.13,340832.0,128282560.0,3.41,88382464.0,6.84,392248.52,1150855901.2,0.0,0.0,0.0,0.0,64512.0,24772608.0,24804864.0,0.0,0.0,0.0,3.67
114,2064384.0,1.63,0.32,337984.0,33005280.0,0.98,29118336.0,1.8,367030.2,1085939582.06,0.0,0.0,0.0,0.0,16128.0,6193152.0,6201216.0,0.0,0.0,0.0,0.98
115,2293888.0,26.1,7.48,18656.0,14727072.0,17.82,21795616.0,46.09,17139.07,918689648.05,0.0,0.0,0.0,0.0,0.0,0.0,1146880.0,0.0,0.0,0.0,41.64
116,27027072.0,31.44,26.74,55040.0,54602112.0,20.79,87146496.0,51.15,57050.13,1036521250.54,0.0,0.0,0.0,0.0,0.0,0.0,4587520.0,0.0,0.0,0.0,49.66
117,25976064.0,4.59,3.67,363360.0,141362048.0,3.68,89395872.0,7.37,401148.96,1103998687.15,0.0,0.0,0.0,0.0,71680.0,27525120.0,27560960.0,0.0,0.0,0.0,3.98
118,2293760.0,1.73,0.34,346176.0,36639264.0,1.0,31584576.0,1.98,376747.54,1088312121.69,0.0,0.0,0.0,0.0,17920.0,6881280.0,6890240.0,0.0,0.0,0.0,1.06
119,573440.0,0.35,0.09,317120.0,8607488.0,0.27,6050176.0,0.52,359935.02,1135012041.24,0.0,0.0,0.0,0.0,4480.0,1720320.0,1722560.0,0.0,0.0,0.0,0.28
120,143360.0,0.67,0.03,274400.0,1885856.0,0.09,10118272.0,0.67,311906.31,1136684820.75,0.0,0.0,0.0,0.0,1120.0,430080.0,430640.0,0.0,0.0,0.0,0.08
121,26012544.0,4.71,3.71,361184.0,141364800.0,3.71,90825920.0,7.44,397096.0,1099428546.11,0.0,0.0,0.0,0.0,71680.0,27525120.0,27560960.0,0.0,0.0,0.0,4.02
122,2310400.0,1.73,0.35,339744.0,36644000.0,1.0,31656928.0,1.98,378049.41,1112747855.47,0.0,0.0,0.0,0.0,17920.0,6881280.0,6890240.0,0.0,0.0,0.0,1.06
123,26097152.0,4.61,3.7,361632.0,141359712.0,3.69,89441440.0,7.41,399564.89,1104893618.07,0.0,0.0,0.0,0.0,71680.0,27525120.0,27560960.0,0.0,0.0,0.0,4.0
124,2293760.0,1.72,0.34,346464.0,36642848.0,1.0,31723776.0,1.95,379141.33,1094316677.44,0.0,0.0,0.0,0.0,17920.0,6881280.0,6890240.0,0.0,0.0,0.0,1.05
125,26109696.0,5.03,3.71,345440.0,141355392.0,3.7,97204896.0,7.43,398444.76,1153441290.12,0.0,0.0,0.0,0.0,71680.0,27525120.0,27560960.0,0.0,0.0,0.0,4.01
126,2293760.0,1.69,0.34,342208.0,36638176.0,0.98,31374400.0,1.94,381820.48,1115755568.2,0.0,0.0,0.0,0.0,17920.0,6881280.0,6890240.0,0.0,0.0,0.0,1.05
127,26100608.0,4.62,3.71,361920.0,141366208.0,3.7,89443904.0,7.43,398509.85,1101099281.2,0.0,0.0,0.0,0.0,71680.0,27525120.0,27560960.0,0.0,0.0,0.0,4.01
128,2293760.0,1.73,0.34,344800.0,36640928.0,0.99,31744352.0,1.95,378697.39,1098310292.6,0.0,0.0,0.0,0.0,17920.0,6881280.0,6890240.0,0.0,0.0,0.0,1.06
129,26099200.0,4.98,3.68,347232.0,141365056.0,3.67,97247456.0,7.36,402176.11,1158234584.11,0.0,0.0,0.0,0.0,71680.0,27525120.0,27560960.0,0.0,0.0,0.0,3.97
130,2304512.0,1.7,0.34,343520.0,36642656.0,0.99,31404352.0,1.94,381085.96,1109355970.43,0.0,0.0,0.0,0.0,17920.0,6881280.0,6890240.0,0.0,0.0,0.0,1.05
131,26086912.0,5.04,3.72,347584.0,141357280.0,3.72,97221888.0,7.45,397174.13,1142670921.65,0.0,0.0,0.0,0.0,71680.0,27525120.0,27560960.0,0.0,0.0,0.0,4.02
132,2304512.0,1.73,0.34,348544.0,36637536.0,0.99,31905344.0,1.95,379120.07,1087725148.26,0.0,0.0,0.0,0.0,17920.0,6881280.0,6890240.0,0.0,0.0,0.0,1.05
133,26089984.0,4.62,3.7,360800.0,141364320.0,3.7,89499968.0,7.41,399491.43,1107237876.73,0.0,0.0,0.0,0.0,71680.0,27525120.0,27560960.0,0.0,0.0,0.0,4.0
134,2293760.0,1.71,0.35,341152.0,36639296.0,1.0,31250240.0,1.97,375746.04,1101403588.54,0.0,0.0,0.0,0.0,17920.0,6881280.0,6890240.0,0.0,0.0,0.0,1.06
135,26115072.0,4.6,3.69,362400.0,141359968.0,3.68,89440800.0,7.39,400642.41,1105525406.75,0.0,0.0,0.0,0.0,71680.0,27525120.0,27560960.0,0.0,0.0,0.0,3.99
136,2293760.0,1.73,0.35,342144.0,36639840.0,1.01,31629376.0,1.96,376413.52,1100161097.43,0.0,0.0,0.0,0.0,17920.0,6881280.0,6890240.0,0.0,0.0,0.0,1.06
137,26090880.0,5.04,3.72,347744.0,141361504.0,3.72,97258432.0,7.45,397347.8,1142644578.47,0.0,0.0,0.0,0.0,71680.0,27525120.0,27560960.0,0.0,0.0,0.0,4.02
138,2293760.0,1.71,0.34,345088.0,36634432.0,0.99,31476160.0,1.94,380224.06,1101817668.41,0.0,0.0,0.0,0.0,17920.0,6881280.0,6890240.0,0.0,0.0,0.0,1.05
139,26095616.0,4.61,3.69,360960.0,141365312.0,3.69,89447968.0,7.4,400109.56,1108459539.99,0.0,0.0,0.0,0.0,71680.0,27525120.0,27560960.0,0.0,0.0,0.0,3.99
140,2304768.0,1.73,0.35,344352.0,36640576.0,1.01,31378752.0,1.97,374669.06,1088040887.1,0.0,0.0,0.0,0.0,17920.0,6881280.0,6890240.0,0.0,0.0,0.0,1.07
141,26093184.0,4.64,3.72,361952.0,141358400.0,3.71,89441696.0,7.45,397412.98,1097971503.08,0.0,0.0,0.0,0.0,71680.0,27525120.0,27560960.0,0.0,0.0,0.0,4.02
142,2293760.0,1.72,0.34,346848.0,36638560.0,0.99,31479104.0,1.96,377774.02,1089163029.68,0.0,0.0,0.0,0.0,17920.0,6881280.0,6890240.0,0.0,0.0,0.0,1.06
143,143360.0,0.09,0.03,269408.0,1883584.0,0.09,1250624.0,0.15,309461.54,1148672411.5,0.0,0.0,0.0,0.0,1120.0,430080.0,430640.0,0.0,0.0,0.0,0.08
144,1945728.0,26.27,5.55,20928.0,14614336.0,18.29,20035392.0,38.19,19648.94,938883048.76,0.0,0.0,0.0,0.0,0.0,0.0,972800.0,0.0,0.0,0.0,35.74
145,20115456.0,26.45,19.99,56544.0,50445152.0,17.77,72937152.0,44.05,56748.83,1003622547.63,0.0,0.0,0.0,0.0,0.0,0.0,3891200.0,0.0,0.0,0.0,41.38
146,2150528.0,34.11,6.46,20128.0,17493440.0,23.79,23887744.0,47.24,18692.94,928703519.7,0.0,0.0,0.0,0.0,0.0,0.0,1075200.0,0.0,0.0,0.0,40.63
147,24438912.0,35.49,23.07,57056.0,65218304.0,24.58,90107200.0,52.55,59778.02,1047707839.99,0.0,0.0,0.0,0.0,0.0,0.0,4300800.0,0.0,0.0,0.0,49.76
148,1945728.0,34.94,6.58,18176.0,15806240.0,24.38,21540704.0,48.81,16529.15,909394154.28,0.0,0.0,0.0,0.0,0.0,0.0,972800.0,0.0,0.0,0.0,41.25
149,20250496.0,35.94,21.35,47904.0,59006464.0,24.86,88808512.0,53.28,53480.17,1116402944.78,0.0,0.0,0.0,0.0,0.0,0.0,3891200.0,0.0,0.0,0.0,50.33
150,49152.0,5.22,0.36,7200.0,2259008.0,4.63,1931040.0,7.77,7634.46,1060342078.19,0.0,0.0,0.0,0.0,393216.0,720896.0,589824.0,0.0,0.0,0.0,19.59
151,49152.0,5.46,0.38,7296.0,2259488.0,4.84,1932480.0,8.35,7296.96,1000131985.06,0.0,0.0,0.0,0.0,393216.0,720896.0,589824.0,0.0,0.0,0.0,20.49
152,196608.0,10.35,0.76,15136.0,9036832.0,8.42,6601344.0,15.01,14494.52,957618823.9,0.0,0.0,0.0,0.0,393216.0,2490368.0,2359296.0,0.0,0.0,0.0,28.67
153,196608.0,10.32,0.76,15168.0,9037088.0,8.41,6577088.0,14.99,14505.59,956328625.57,0.0,0.0,0.0,0.0,393216.0,2490368.0,2359296.0,0.0,0.0,0.0,28.64
154,1947648.0,25.94,5.51,20960.0,14774624.0,18.19,19869856.0,37.99,19812.7,945262581.28,0.0,0.0,0.0,0.0,0.0,0.0,972800.0,0.0,0.0,0.0,35.44
155,20116096.0,29.43,20.07,50816.0,50475744.0,17.83,80887104.0,44.46,56556.06,1112957642.39,0.0,0.0,0.0,0.0,0.0,0.0,3891200.0,0.0,0.0,0.0,41.52
156,1280000.0,26.7,5.01,15872.0,10502368.0,18.57,13821600.0,37.55,14309.28,901542198.7,0.0,0.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0,0.0,32.21
157,7102464.0,35.04,11.0,37600.0,38713248.0,24.29,50590272.0,51.67,36351.24,966788317.57,0.0,0.0,0.0,0.0,0.0,0.0,2560000.0,0.0,0.0,0.0,48.98
158,2150656.0,27.94,6.06,21760.0,15929952.0,19.41,21844800.0,40.96,19895.76,914327171.84,0.0,0.0,0.0,0.0,0.0,0.0,1075200.0,0.0,0.0,0.0,35.29
159,24218752.0,26.55,21.65,60864.0,56099104.0,17.69,81440768.0,44.22,63148.78,1037539067.06,0.0,0.0,0.0,0.0,0.0,0.0,4300800.0,0.0,0.0,0.0,43.47
160,1945600.0,34.45,6.44,18400.0,15404384.0,23.88,21661728.0,47.58,16868.7,916777375.2,0.0,0.0,0.0,0.0,0.0,0.0,972800.0,0.0,0.0,0.0,40.42
161,20251520.0,36.3,21.57,47968.0,58638720.0,25.1,88791584.0,53.92,52972.09,1104321476.66,0.0,0.0,0.0,0.0,0.0,0.0,3891200.0,0.0,0.0,0.0,50.81
162,409728.0,11.46,3.22,7840.0,2048000.0,8.78,3914784.0,18.83,7136.43,910258408.92,0.0,0.0,0.0,0.0,0.0,0.0,204800.0,0.0,0.0,0.0,16.2
163,1638528.0,24.54,7.07,13792.0,8192000.0,17.24,14724736.0,37.43,12979.57,941094407.92,0.0,0.0,0.0,0.0,0.0,0.0,819200.0,0.0,0.0,0.0,34.6
164,12800640.0,34.14,19.79,37088.0,39321600.0,22.91,60344128.0,51.71,36322.56,979361398.72,0.0,0.0,0.0,0.0,0.0,0.0,3276800.0,0.0,0.0,0.0,48.83
165,12807296.0,33.17,19.64,37728.0,39321600.0,22.72,59119520.0,51.71,36637.2,971087884.43,0.0,0.0,0.0,0.0,0.0,0.0,3276800.0,0.0,0.0,0.0,48.41
166,2097280.0,25.91,7.82,16672.0,12582912.0,18.24,18719264.0,40.9,15001.61,899808727.87,0.0,0.0,0.0,0.0,0.0,0.0,1048576.0,0.0,0.0,0.0,38.18
167,21949056.0,37.7,26.65,41536.0,50331648.0,22.9,85052960.0,51.46,46438.69,1118034600.95,0.0,0.0,0.0,0.0,0.0,0.0,4194304.0,0.0,0.0,0.0,48.84
168,303761664.0,25.73,25.73,587456.0,785664608.0,17.93,720271008.0,28.54,667670.67,1136545829.25,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,30.12
169,299782912.0,27.51,27.51,553376.0,707111520.0,19.31,689843936.0,29.57,616315.93,1113738083.92,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,32.63
170,299886592.0,27.5,27.5,552288.0,707120288.0,19.29,690453920.0,29.57,616705.54,1116637582.27,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,32.61
171,2097280.0,25.73,7.79,16256.0,12582912.0,18.06,18775200.0,40.95,15152.5,932117372.05,0.0,0.0,0.0,0.0,0.0,0.0,1048576.0,0.0,0.0,0.0,37.8
172,22058752.0,34.41,26.88,46016.0,50331648.0,22.99,77359904.0,52.04,46244.54,1004966468.99,0.0,0.0,0.0,0.0,0.0,0.0,4194304.0,0.0,0.0,0.0,49.05
173,303674240.0,25.83,25.83,575968.0,785645248.0,18.0,727862976.0,28.57,665122.2,1154790203.11,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,30.24
174,299853184.0,27.37,27.37,539328.0,707122656.0,19.2,689680032.0,29.44,619679.35,1148984202.29,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,32.45
175,299854848.0,27.4,27.4,548512.0,707103328.0,19.22,690639968.0,29.43,619033.28,1128568340.85,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,32.49
176,4204672.0,31.85,9.77,26144.0,25165824.0,22.28,37395680.0,49.97,24131.33,923016115.87,0.0,0.0,0.0,0.0,0.0,0.0,2097152.0,0.0,0.0,0.0,47.15
177,64006272.0,39.98,39.98,80768.0,100663296.0,23.34,169116960.0,52.88,90444.48,1119805882.05,0.0,0.0,0.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,50.07
178,628283520.0,26.56,26.56,1157664.0,1571115744.0,17.81,1455657024.0,28.47,1338391.7,1156114126.12,0.0,0.0,0.0,0.0,6291456.0,480247808.0,478150656.0,0.0,0.0,0.0,29.38
179,620380544.0,27.91,27.91,1095328.0,1414239552.0,18.86,1360639328.0,28.99,1257365.15,1147934817.83,0.0,0.0,0.0,0.0,6291456.0,480247808.0,478150656.0,0.0,0.0,0.0,31.27
180,620398848.0,27.72,27.72,1103904.0,1414228192.0,18.71,1388647776.0,28.77,1266145.46,1146970626.94,0.0,0.0,0.0,0.0,6291456.0,480247808.0,478150656.0,0.0,0.0,0.0,31.05
181,22014720.0,35.31,26.98,46048.0,50331648.0,23.07,78894592.0,52.31,45981.81,998562691.43,0.0,0.0,0.0,0.0,0.0,0.0,4194304.0,0.0,0.0,0.0,49.33
182,147746560.0,46.32,46.32,162464.0,201326592.0,23.32,328921568.0,52.93,180436.13,1110622227.88,0.0,0.0,0.0,0.0,0.0,0.0,16777216.0,0.0,0.0,0.0,50.15
183,303760384.0,25.61,25.61,591040.0,785700160.0,17.85,738921056.0,28.35,671345.72,1135871890.6,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,29.95
184,299848704.0,27.19,27.19,548224.0,707112448.0,19.05,689708960.0,29.22,623941.89,1138114874.37,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,32.23
185,299843584.0,27.7,27.7,546272.0,707111584.0,19.42,690605568.0,29.81,612450.07,1121144913.29,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,32.84
186,22094976.0,35.01,26.93,45824.0,50331648.0,22.93,78701824.0,51.87,46262.78,1009575283.21,0.0,0.0,0.0,0.0,0.0,0.0,4194304.0,0.0,0.0,0.0,49.03
187,147754240.0,46.26,46.26,158272.0,201326592.0,23.3,336755904.0,52.87,180641.94,1141338609.76,0.0,0.0,0.0,0.0,0.0,0.0,16777216.0,0.0,0.0,0.0,50.09
188,303641984.0,25.65,25.65,589632.0,785684544.0,17.88,739027872.0,28.38,669842.61,1136035037.3,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,30.02
189,299819776.0,26.87,26.87,551648.0,707107616.0,18.84,689921792.0,28.84,631083.7,1143997084.56,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,31.87
190,299867264.0,27.36,27.36,543808.0,707114528.0,19.17,680684032.0,29.36,619840.98,1139815856.85,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,32.44
191,15443200.0,4.49,2.47,319744.0,92274688.0,3.53,77082752.0,6.24,353959.8,1107009971.4,0.0,0.0,0.0,0.0,98304.0,25198592.0,25165824.0,0.0,0.0,0.0,4.18
192,303657472.0,25.93,25.93,595264.0,785689568.0,18.05,739313312.0,28.68,662605.06,1113128050.0,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,30.35
193,319019136.0,25.4,25.4,630592.0,941961280.0,17.07,848720480.0,29.34,710662.52,1126976743.31,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,28.3
194,299887744.0,27.6,27.6,555040.0,707118720.0,19.34,690885760.0,29.73,614419.59,1106982546.47,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,32.73
195,298782336.0,30.14,30.14,521568.0,667418624.0,21.09,667133312.0,31.91,560396.39,1074445496.83,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,35.89
196,298786944.0,30.19,30.19,494528.0,667418624.0,21.13,666659808.0,31.93,559428.43,1131237110.79,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,35.95
197,51078656.0,4.66,4.05,633888.0,184549376.0,3.49,161522912.0,6.19,714579.5,1127296146.95,0.0,0.0,0.0,0.0,98304.0,50364416.0,50331648.0,0.0,0.0,0.0,4.12
198,628254976.0,26.62,26.62,1174176.0,1571115296.0,17.86,1486171392.0,28.49,1335589.24,1137469374.9,0.0,0.0,0.0,0.0,6291456.0,480247808.0,478150656.0,0.0,0.0,0.0,29.44
199,659766400.0,26.39,26.39,1240160.0,1883528800.0,17.16,1671318944.0,29.78,1415220.22,1141159384.45,0.0,0.0,0.0,0.0,6291456.0,480247808.0,478150656.0,0.0,0.0,0.0,27.78
200,620356608.0,27.98,27.98,1119424.0,1414231488.0,18.89,1388765408.0,29.1,1253799.24,1120039628.18,0.0,0.0,0.0,0.0,6291456.0,480247808.0,478150656.0,0.0,0.0,0.0,31.36
201,618212096.0,27.48,27.48,1109600.0,1334837248.0,18.48,1317015456.0,28.03,1271712.63,1146100062.75,0.0,0.0,0.0,0.0,6291456.0,480247808.0,478150656.0,0.0,0.0,0.0,30.92
202,618216576.0,27.4,27.4,1112512.0,1334820864.0,18.42,1344866304.0,27.92,1275743.26,1146723144.79,0.0,0.0,0.0,0.0,6291456.0,480247808.0,478150656.0,0.0,0.0,0.0,30.82
203,15363968.0,4.51,2.47,323200.0,92274688.0,3.54,77243840.0,6.26,352912.43,1091932010.91,0.0,0.0,0.0,0.0,98304.0,25198592.0,25165824.0,0.0,0.0,0.0,4.2
204,303683328.0,25.93,25.93,592992.0,785631840.0,18.09,738828224.0,28.67,662692.5,1117540371.54,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,30.35
205,319058944.0,25.35,25.35,632608.0,941930720.0,17.03,848587008.0,29.4,712160.91,1125753875.08,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,28.24
206,299869952.0,27.33,27.33,548544.0,707113504.0,19.15,690384544.0,29.4,620624.35,1131403044.88,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,32.4
207,298783744.0,30.17,30.17,500544.0,667418624.0,21.09,666305504.0,31.87,559964.63,1118712100.49,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,35.91
208,298818048.0,30.46,30.46,507456.0,667418624.0,21.3,667030816.0,32.24,554772.67,1093242895.28,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,36.25
209,15365888.0,4.51,2.46,321536.0,92274688.0,3.53,77470656.0,6.25,353481.31,1099352218.15,0.0,0.0,0.0,0.0,98304.0,25198592.0,25165824.0,0.0,0.0,0.0,4.19
210,303738112.0,25.59,25.59,589632.0,785663808.0,17.83,738698752.0,28.3,671729.24,1139234710.36,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,29.94
211,319011968.0,25.26,25.26,632416.0,941921216.0,16.96,847504576.0,29.34,714856.74,1130358404.5,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,28.13
212,299860480.0,27.62,27.62,544576.0,707108736.0,19.35,680472576.0,29.69,614186.07,1127824351.56,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,32.74
213,298771840.0,30.52,30.52,497568.0,667418624.0,21.36,666339616.0,32.29,553513.81,1112438530.64,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,36.33
214,298800512.0,30.3,30.3,498432.0,667406208.0,21.19,666835392.0,32.09,557543.65,1118595210.88,0.0,0.0,0.0,0.0,6291456.0,241172480.0,239075328.0,0.0,0.0,0.0,36.07
215,39071872.0,37.18,26.18,79872.0,88551936.0,25.67,129626528.0,52.05,84320.59,1055696521.84,0.0,0.0,0.0,0.0,0.0,0.0,5760000.0,0.0,0.0,0.0,41.3
216,96527360.0,34.29,34.29,144416.0,167840480.0,23.2,243958112.0,49.38,159234.72,1102611360.39,0.0,0.0,0.0,0.0,0.0,0.0,11520000.0,0.0,0.0,0.0,43.03
217,96521344.0,34.23,34.23,144544.0,167839008.0,23.15,244523360.0,49.79,159419.56,1102913684.11,0.0,0.0,0.0,0.0,0.0,0.0,11520000.0,0.0,0.0,0.0,42.98
218,1806464.0,26.23,5.68,19104.0,13358240.0,18.23,18225856.0,38.3,17845.8,934139253.37,0.0,0.0,0.0,0.0,0.0,0.0,903168.0,0.0,0.0,0.0,33.21
219,17323520.0,27.08,18.52,52640.0,47120192.0,17.82,69451456.0,44.5,52801.3,1003064139.37,0.0,0.0,0.0,0.0,0.0,0.0,3612672.0,0.0,0.0,0.0,43.7
220,125201920.0,37.02,37.02,173248.0,172024416.0,19.17,287718880.0,45.66,191393.46,1104736926.04,0.0,0.0,0.0,0.0,0.0,0.0,14450688.0,0.0,0.0,0.0,44.62
221,1996928.0,29.57,5.66,21312.0,16011680.0,20.54,21167424.0,39.81,19792.54,928703877.49,0.0,0.0,0.0,0.0,0.0,0.0,998400.0,0.0,0.0,0.0,35.48
222,21044224.0,32.64,20.65,56544.0,57885600.0,22.56,81725216.0,47.74,57513.41,1017144301.91,0.0,0.0,0.0,0.0,0.0,0.0,3993600.0,0.0,0.0,0.0,40.83
223,140836608.0,36.89,36.89,189120.0,206649472.0,18.73,326671520.0,45.82,215966.54,1141955039.32,0.0,0.0,0.0,0.0,0.0,0.0,15974400.0,0.0,0.0,0.0,43.39
224,1742464.0,31.58,5.96,17504.0,14249152.0,22.05,19141856.0,44.23,16344.72,933770693.68,0.0,0.0,0.0,0.0,0.0,0.0,870400.0,0.0,0.0,0.0,37.82
225,16182912.0,35.67,18.89,48064.0,52694464.0,24.7,73279488.0,53.31,48287.33,1004646582.33,0.0,0.0,0.0,0.0,0.0,0.0,3481600.0,0.0,0.0,0.0,49.89
226,120356480.0,36.6,36.6,168320.0,181207040.0,19.2,286513056.0,47.93,186014.85,1105126258.63,0.0,0.0,0.0,0.0,0.0,0.0,13926400.0,0.0,0.0,0.0,45.88
227,1693056.0,30.42,5.71,17472.0,13668544.0,21.28,18767840.0,43.15,16545.7,946983957.4,0.0,0.0,0.0,0.0,0.0,0.0,844800.0,0.0,0.0,0.0,36.41
